,group
1162036190396541958,0
1163698300701833861,2
1163952773185536842,4
1164199743691986077,11
1166441995306903782,11
1168642411112850940,9
1170739470123558353,1
1172718406733784665,5
1172998139079058358,8
1173456724706158516,0
1174767220443629386,4
1174879451292807079,9
1174921844023208494,8
1175306859852082129,10
1176887734546733213,6
1176996507669923199,2
1177356412931900195,0
1178790985891084570,2
1179164426857555185,5
1180084296554445227,6
1182402830806356720,6
1183388836601832766,9
1183444224308561237,11
1183494074549624287,8
1183881480478456964,4
1187067105942641709,2
1187259603731284031,9
1187678681727534527,1
1188849635805268059,10
1189801018308602323,9
1190366207624122025,10
1190414235360155557,7
1190494768027267871,6
1191089742834464934,10
1191882805461877286,2
1192451867487786299,6
1195045221164253652,6
1195077598386829269,2
1197683920329505989,8
1197944262843550024,7
1198552231761953223,2
1198895852274265062,6
1200798182639379375,8
1202793919731279307,10
1202898132365261718,7
1203178860367139648,10
1203305481088810714,11
1204625802416961365,4
1206908156016250492,11
1208009544470422429,6
1208707333331744389,3
1210097034744626081,7
1211037703788602751,5
1211292994825505851,6
1212147251244477185,2
1212490665920103607,7
1213680819003768108,4
1214350230621653333,7
1214680335850751298,4
1217184711454934220,8
1217414857015172140,7
1217783498468534623,5
1218266327734222090,0
1218573966794789190,6
1219463570075729076,7
1220277330610936601,11
1221329759748234555,8
1221562506088113140,10
1221795179605164283,11
1223018441358892716,10
1224085317527516293,3
1224466287269586226,1
1226507995733589981,1
1227146405644013924,9
1227310179220497557,7
1227781955465218794,8
1228607175978508824,7
1229096044804299066,1
1229299854558172574,6
1229364700613601428,8
1229853251843911793,7
1230039311559402462,11
1230676984197387769,5
1231859989399789228,9
1231898182461458509,9
1233168559096172454,11
1234797384775885763,10
1235100131957471690,9
1236377994361366309,7
1236787519529659521,2
1238843704066927944,4
1238862673894555555,10
1239082532107977511,10
1239456775671897829,4
1240178082588349923,4
1241318836098283210,3
1241379010807517391,2
1242068175690765349,3
1244758850469576060,1
1245027825547138345,5
1245409890778541089,4
1245688108668159157,11
1246218064440390201,7
1246228263518756470,1
1246595901515222683,4
1249778999682646113,6
1250292358936067687,11
1250940281477981311,0
1254091782277803740,10
1254502642787836566,6
1256208421768705791,11
1256793748037351053,4
1257349619770741059,11
1258587485873511798,10
1259707749761673810,7
1259922350815399339,11
1260525895757118540,10
1260831274169201756,4
1261019637513606558,11
1262113091043841068,8
1262826748067484363,0
1263125080953224429,10
1264991496140381304,2
1265752262215455411,10
1266399159946559412,9
1266677846109277542,3
1267046933556527742,9
1267844847320289400,9
1269545722448668395,8
1271079345555954274,10
1271622673586146475,11
1271843686506520171,11
1271987770386559736,10
1272394181320461762,8
1275431640404067098,5
1275981983856842210,4
1276610941447479639,11
1280777633589722246,11
1281275815494407277,9
1281377122341144418,11
1282037649755575717,10
1283152476149318072,10
1283398143323256261,3
1284088324222971973,2
1284250737810407640,5
1284882194606650681,10
1285132401732221985,9
1285545722160196714,7
1288618294682530667,11
1288725802855751882,10
1289101433025172253,0
1289243613815309108,10
1290203721336803600,4
1290879154021334733,3
1291893006861371130,11
1293370421553683146,8
1294076422050573036,3
1294147261482470392,4
1294864206299039273,9
1297998053796571891,0
1297998163808483655,10
1298612016907201471,8
1298686142508758034,1
1299267655305293867,10
1299453701356066030,6
1299500311540589314,5
1300102583374534161,6
1300930728585879734,7
1301637901127532905,9
1302174385634157213,10
1302473309614815209,11
1303020145705494244,10
1304165880287569701,0
1304944730977420660,10
1305107981219544366,6
1306830479704633353,4
1306832492962907577,6
1308043969397661542,2
1308794034383423224,10
1309156861510510612,6
1309777135761589305,2
1310177281599306958,7
1310531206624291749,11
1310735983994918541,11
1311731854366973923,11
1312435195549858123,4
1314003659098874670,5
1315136774786353000,3
1315509763307914271,8
1315525989930564136,11
1315653618295249998,11
1316217937825623895,10
1317645309661065336,3
1318102587505801177,5
1318303222997853851,4
1318652141169583592,10
1318788185174723623,9
1319337330908843799,9
1319837118154316534,7
1321966085975234815,10
1323806383493259979,3
1323893065232679370,1
1324093814230944963,6
1324222700406432150,1
1324929915804390604,7
1325375832615301911,11
1325958548804369810,11
1326237620343112864,8
1326604205546503520,6
1328103476601522255,2
1329386378399827400,4
1332531553769698261,9
1332974477437683286,7
1333354636669245768,9
1334641886737439142,11
1335703068863484044,9
1336353004543866595,7
1336760173687876166,10
1337236817038834359,11
1339015911509000518,7
1339297561143382577,6
1341213815548385929,0
1341889090826543447,3
1343040230032711217,10
1343869748776755284,7
1344526458170463926,9
1345819733730496691,11
1346601937343990155,4
1347169164886309264,11
1347175170834049283,9
1348028023840505222,10
1349263515343628254,10
1349459115955164601,4
1350532437679932469,11
1350590886808016822,1
1351339990142312251,6
1351379159602288456,11
1352886169581418887,10
1353154152421759262,4
1355331305786525577,6
1355852166866236806,10
1356393048293712727,5
1357267270093031140,7
1357372356298702749,6
1357489412728934098,9
1357623691726371822,7
1359391945561174611,5
1362406376731907842,11
1362898737496347977,9
1362962231607481683,4
1363038910281566954,0
1363325215315523717,8
1363380990498141783,0
1364685513673467353,3
1365009575577751266,8
1365033040540893756,7
1365527460206724134,4
1367345384531294032,11
1368567536723518496,0
1368575130116959809,7
1368629785255236597,8
1369124211562899627,6
1369428477888008151,2
1370114939528809956,7
1370584852454718842,6
1371303259943582456,11
1372314456401181372,3
1372474610717238399,7
1372719891096327942,1
1372882652849124503,11
1374163531354901026,7
1375325706547218682,10
1375822724428012003,11
1377148476195863863,5
1377960980679016389,11
1380981942587875837,10
1381520681298703542,6
1383483103945065501,9
1384738381416876639,6
1385577097943461219,9
1385986986086114135,11
1388119816245344629,3
1388740061092028653,5
1388846643403523016,2
1389383413972164230,0
1389670068017011535,11
1390345247367168894,1
1390527144727884365,4
1390702386071991851,10
1390734059405807788,11
1391516678200585257,10
1392264042282265820,8
1395933777584681740,2
1396590865281324212,7
1397288484402620712,0
1397571229867938399,7
1398109478205066249,5
1399615025655338774,8
1402205934063776397,1
1402460368780279698,6
1403183176522799941,7
1403403425368392433,9
1403499022560509179,10
1405080848480265004,9
1405232329683706774,6
1405765465184547788,10
1405918926564316824,7
1406045049261925757,1
1406808744123453321,10
1407321131180942961,8
1410027024925418664,1
1410750536796725040,4
1410793209747231208,8
1410823105254491090,7
1410969287609165480,6
1411436394128383607,5
1412532438176034436,7
1413659014882498752,3
1413927557781219397,0
1417082280418282830,8
1418090811126453042,6
1419542985615762352,4
1420697634132902252,9
1420699582886246820,1
1420844416723449342,11
1422152387924843000,9
1422492274088879033,8
1423038495301755512,5
1423234368149389433,10
1424359272473265548,9
1424692253847237101,10
1426693362103200706,3
1427376107508281457,9
1428078647453379014,1
1428764165868653466,3
1429567835987721372,10
1430595080926454284,6
1431024980640099194,10
1433601217326959066,0
1433952647077964406,6
1434411828225725335,10
1434983102483847745,10
1435929031309088247,7
1437461863974410101,1
1437848817158384710,5
1438012660481245807,10
1438121278439502102,8
1438236443386082048,7
1438375593903013886,6
1438711534922792517,8
1439983210534941358,5
1440300143338915812,0
1441810105524884269,3
1442106616915966944,0
1442384506148565740,7
1442443690169432947,9
1443385171543693943,11
1443660084117365844,9
1444928900010815808,11
1446009252554608162,6
1447089886562403092,3
1447135273708965681,7
1447965807378213352,6
1448152571260349300,8
1448566192142574614,9
1448732304889734808,5
1448984403340112991,6
1453512987904015222,1
1455905269654653380,9
1457123549309553187,8
1457880321987809337,3
1461254133807890614,6
1461422678592913240,10
1461938593387580252,3
1462162479920619954,11
1462808082631185341,11
1464683970978926076,7
1465697614710045135,9
1465734680579953269,11
1465792729780657618,0
1466034642846882230,3
1466239264334216574,10
1467483845896738254,1
1468360098941880503,0
1468476731091185917,1
1469341925550399692,11
1470065902775834507,0
1470274887953246285,7
1471490626593566260,9
1472064465820287246,2
1473633984414650080,7
1475474091975721406,10
1476234041648024079,3
1476462781064856256,7
1476516112228138032,7
1476664663289716375,6
1476687644758132681,5
1478391253392582086,7
1478458327413522602,11
1478614427793108417,0
1479022937475472552,1
1479545038575654764,0
1479963985609520625,9
1480074417491348906,4
1480393853717591308,3
1480779228076959786,4
1480989175158366867,11
1482034419331079427,3
1482290322444803015,1
1482311036152277600,11
1483276375301252964,7
1485107634575688882,8
1485269776967212608,2
1486094276859350375,11
1486608543274770629,4
1488586146957991203,3
1490012142157320529,11
1491288076999221196,2
1493397895584688910,11
1494683299848028185,8
1495280435765165201,5
1495729100179988678,10
1496594904071810769,8
1496790212579245680,6
1497777720495663498,6
1498703731653655879,6
1499413091931003345,7
1499797379223397089,9
1499996638974771926,10
1500048808747793431,9
1500200092897815679,3
1500280307548923119,4
1500387192195426932,8
1500836618465456589,9
1503249297342066383,0
1503460376590678524,7
1505971092047432231,9
1506379047309508436,9
1506675344465067136,3
1506909346262505632,8
1506920270533430028,10
1508636020748379883,2
1508758002749392504,6
1508810997223164529,3
1509571798496480240,10
1510199475971572106,1
1510847275398478141,8
1511945034069911920,0
1512142405598124874,9
1512377698949104128,8
1513143771618689469,6
1513363679870006556,1
1513402990297914172,5
1513793701858994838,8
1514739225940915623,2
1514988181865159757,7
1519222726611783321,7
1519631274830310711,7
1519766309213214996,3
1522149921916014160,3
1522361432209523736,10
1522573667677189193,10
1524405397547961474,3
1524535625240440180,10
1524559312680166406,3
1524819449661745717,0
1526087508712230134,10
1526453101276362580,6
1528032980012471885,7
1528228675589802289,11
1528562242993162308,11
1528859411687011203,10
1529003971992768213,6
1529973991763068195,0
1530194854830204310,11
1532556850400279927,2
1532557473761697747,7
1533589270605232884,11
1534384973108436608,7
1535764678686100842,4
1537714770586067393,4
1537854324935037276,8
1538051401590640639,7
1538988270809917029,10
1539021758308086894,7
1540977350147132764,7
1541565204265059812,6
1543387234552136155,2
1543696657407631014,11
1544107193121239308,9
1544145603717753116,8
1544353475323979352,4
1545411655253944634,7
1545797127358004554,10
1546548155803130298,6
1546591489705058945,6
1547628431870951431,10
1548267143835795163,4
1549660670216063276,5
1549846940663323676,9
1550369595527200320,0
1551515816601496261,9
1551585807753638493,3
1551816955090111686,6
1554001225204927160,11
1554929606195030313,6
1555458195478697702,1
1556063603403047445,8
1557854301601770586,9
1558588921514541346,9
1559994277771029954,11
1560248382641092153,5
1562823784941604058,4
1563456882399737883,4
1563873763630172608,7
1564467634035792255,0
1565088385253640112,11
1566045627210886008,10
1566049963654222178,11
1567216429855369033,9
1568110506237280145,6
1568462349133193763,4
1570191169157154997,2
1570955105239258370,7
1575880559371674770,11
1576584514736970145,10
1577380524592268352,7
1577683113042373979,5
1578896420564656155,6
1580039795365389646,9
1580435767065569800,7
1582360231574866785,7
1583089376600114091,10
1583189509393134695,1
1583330252443562150,9
1583337561204743244,4
1585435589761457128,0
1586472095018676231,9
1586940705234473393,11
1586968901732506711,8
1588101383708153161,9
1589492644815748095,1
1590660508620225468,3
1591910004211621324,11
1593002807087923727,7
1593018650333748131,10
1593984981330921263,4
1594355661583887272,8
1594577060950492592,3
1595924069407103861,10
1597103463730895084,11
1597566409601635229,11
1597820397790627968,4
1599789078351429333,10
1600201182680232146,2
1602821687356048114,5
1602836395611256573,2
1603159083700759667,10
1603956637484518701,11
1604657008397666408,5
1605119529486939941,10
1605919012941688732,6
1606238221553848469,11
1606408042511518433,0
1609246039198935734,8
1610843191605490150,4
1610883126645328451,11
